	Date	TD	YD	Release	Daily	%+-YD	%+-LW	Theatre	Avg	To Date	Days	Distributor	google trends
198	2020-11-14	12	14	Love and Monsters	$36,360	+45.9%	-25.6%	129	$281	$1,032,873	30	"Paramount Pictures

"	1.5079365079365081
199	2020-11-14	13	15	The New Mutants	$34,610	+42.7%	-40%	215	$160	$23,715,364	79	"20th Century Studios

"	2.280605728881591
200	2020-11-14	14	13	The Empty Man	$33,792	+27%	-74.5%	506	$66	$2,901,284	23	"20th Century Studios

"	0.4
201	2020-11-14	15	12	Ammonite	$32,356	+8%	-	280	$115	$62,315	2	"Neon

"	1.4705882352941178
202	2020-11-14	16	16	The Informer	$27,569	+41.1%	-48.6%	168	$164	$234,518	9	"Vertical Entertainment

"	0.8421052631578947
203	2020-11-14	17	17	Spell	$25,636	+46%	-59.7%	159	$161	$473,438	16	"Paramount Pictures

"	13.683634373289552
204	2020-11-14	18	18	Unhinged	$12,832	+36.3%	-63.8%	176	$72	$20,816,859	93	"Solstice Studios

"	2.8571428571428577
205	2020-11-14	19	19	2 Hearts	$7,574	+22%	-70.9%	148	$51	$1,333,531	30	"Freestyle Releasing

"	0.5833333333333334
206	2020-11-14	20	20	After We Collided	$7,316	+34%	-73.6%	141	$51	$2,373,241	23	"Open Road Films (II)

"	3.4357177214320087
207	2020-11-14	21	21	A Call to Spy	$2,059	<0.1%	-45.9%	8	$257	$149,212	44	"IFC Films

"	0.17
208	2020-11-14	22	23	The Broken Hearts Gallery	$1,267	+25.9%	-74.9%	239	$5	$4,065,180	65	"TriStar Pictures

"	0.2191780821917808
209	2020-11-14	23	24	The Call	$1,010	+110.4%	-86.1%	20	$50	$514,782	44	"Atlas Distribution Company

"	12.660619803476953
210	2020-11-14	24	22	Pray: The Story of Patrick Peyton	$596	-56.3%	-59.2%	19	$31	$68,156	37	"ArtAffects Entertainment

"	0.0
211	2020-11-14	25	26	Tulsa	$206	-32%	-68.3%	6	$34	$413,169	86	"Pryor Entertainment

"	10.498026371042247
212	2020-11-14	26	27	Infidel	$138	-12.1%	-87.9%	7	$19	$4,050,988	58	"Cloudburst Entertainment

"	0.3968253968253969
213	2020-11-14	27	28	Words on Bathroom Walls	$106	-25.9%	-89.4%	4	$26	$2,542,196	86	"Roadside Attractions

"	0.32
214	2020-11-14	28	29	Counter Column	$0	-	-100%	1	$0	$15,448	30	"Not That Kind of Movie Productions

"	0.0
215	2020-11-13	1	-	Freaky	$1,486,810	-	-	2,472	$601	$1,486,810	1	"Universal Pictures

"	6.235827664399096
216	2020-11-13	2	1	Let Him Go	$558,530	+187.6%	-62.3%	2,458	$227	$5,645,995	8	"Focus Features

"	1.4285714285714288
217	2020-11-13	3	2	Come Play	$335,875	+275.2%	-38.4%	1,966	$170	$6,552,415	15	"Focus Features

"	2.8571428571428577
218	2020-11-13	4	3	The War with Grandpa	$329,459	+279.1%	-17.8%	2,145	$153	$14,232,162	36	"101 Studios

"	0.7605633802816901
219	2020-11-13	5	4	Honest Thief	$238,634	+187.6%	-31.2%	1,843	$129	$11,820,760	36	"Open Road Films (II)

"	1.0263157894736843
220	2020-11-13	6	-	Guardians of the Galaxy2020 Re-release	$123,000	-	-	1,560	$78	$123,000	1	"Walt Disney Studios Motion Pictures

"	0.0
221	2020-11-13	7	-	True to the Game 2	$81,749	-	-	281	$290	$404,640	8	"Faith Media Distribution

"	0.53
222	2020-11-13	8	-	Toy Story2020 Re-release	$63,000	-	-60.9%	1,360	$46	$568,000	8	"Walt Disney Studios Motion Pictures

"	0.0
223	2020-11-13	9	-	Elf2020 Re-release	$58,000	-	-	300	$193	$61,568	1	"New Line Cinema

"	0.0
224	2020-11-13	10	25	The Last Shift	$42,867	+49,745.3%	+39,591.7%	135	$317	$687,652	50	"Stage 6 Films

"	0.08
225	2020-11-13	11	-	Come Away	$30,330	-	-	475	$63	$30,330	1	"Relativity Media

"	1.3018867924528301
226	2020-11-13	12	-	Ammonite	$29,959	-	-	280	$106	$29,959	1	"Neon

"	1.1568627450980393
227	2020-11-13	13	5	The Empty Man	$26,605	+71.5%	-70.2%	506	$52	$2,867,492	22	"20th Century Studios

"	0.28888888888888886
228	2020-11-13	14	8	Love and Monsters	$24,928	+176.8%	-26.8%	129	$193	$996,513	29	"Paramount Pictures

"	1.0317460317460319
229	2020-11-13	15	6	The New Mutants	$24,259	+85.5%	-29%	215	$112	$23,680,754	78	"20th Century Studios

"	1.9157088122605368
230	2020-11-13	16	7	The Informer	$19,544	+72.1%	-58.7%	168	$116	$206,949	8	"Vertical Entertainment

"	0.5684210526315789
231	2020-11-13	17	10	Spell	$17,561	+135.9%	-58.6%	159	$110	$447,802	15	"Paramount Pictures

"	15.204038192543946
232	2020-11-13	18	9	Unhinged	$9,416	+24.8%	-64%	176	$53	$20,804,027	92	"Solstice Studios

"	1.8253968253968258
233	2020-11-13	19	12	2 Hearts	$6,206	+57%	-66.6%	148	$41	$1,325,957	29	"Freestyle Releasing

"	0.5625
234	2020-11-13	20	11	After We Collided	$5,460	+36.4%	-72.4%	141	$38	$2,365,925	22	"Open Road Films (II)

"	2.944900904084579
235	2020-11-13	21	19	A Call to Spy	$2,058	+378.6%	-23%	8	$257	$147,153	43	"IFC Films

"	0.13
236	2020-11-13	22	22	Pray: The Story of Patrick Peyton	$1,364	+422.6%	-1.3%	19	$71	$67,560	36	"ArtAffects Entertainment

"	0.0
237	2020-11-13	23	18	The Broken Hearts Gallery	$1,006	+119.2%	-76.5%	239	$4	$4,063,913	64	"TriStar Pictures

"	0.1643835616438356
238	2020-11-13	24	13	The Call	$480	-66.3%	-90.8%	20	$24	$513,772	43	"Atlas Distribution Company

"	13.983371126228276
239	2020-11-13	25	-	Bump Kowalski and the Ten Commandments	$378	-	-	1	$378	$3,690	124	"Phantom Mentor Digital

"	0.0
240	2020-11-13	26	28	Tulsa	$303	+697.4%	-30.7%	6	$50	$412,963	85	"Pryor Entertainment

"	10.498026371042247
241	2020-11-13	27	21	Infidel	$157	-48.2%	-74.7%	7	$22	$4,050,850	57	"Cloudburst Entertainment

"	0.15873015873015875
242	2020-11-13	28	17	Words on Bathroom Walls	$143	-79.6%	-79.3%	4	$35	$2,542,090	85	"Roadside Attractions

"	0.32
243	2020-11-13	29	27	Counter Column	$0	-100%	-100%	1	$0	$15,448	29	"Not That Kind of Movie Productions

"	0.0065520000000000005
244	2020-11-12	1	1	Let Him Go	$194,235	-37.6%	-	2,454	$79	$5,087,465	7	"Focus Features

"	1.1904761904761907
245	2020-11-12	2	3	Come Play	$89,530	-40.2%	-44.1%	2,183	$41	$6,216,540	14	"Focus Features

"	2.698412698412699
246	2020-11-12	3	2	The War with Grandpa	$86,901	-57.7%	-14%	2,348	$37	$13,902,703	35	"101 Studios

"	0.36619718309859156
247	2020-11-12	4	4	Honest Thief	$82,986	-35.1%	-26.6%	2,217	$37	$11,582,126	35	"Open Road Films (II)

"	0.6842105263157895
248	2020-11-12	5	5	The Empty Man	$15,511	-50.1%	-57%	1,243	$12	$2,840,887	21	"20th Century Studios

"	0.3111111111111111
249	2020-11-12	6	6	The New Mutants	$13,076	-46.3%	-13.8%	327	$39	$23,656,495	77	"20th Century Studios

"	2.0069330414158006
250	2020-11-12	7	7	The Informer	$11,353	-26.9%	-	283	$40	$187,405	7	"Vertical Entertainment

"	0.43157894736842106
251	2020-11-12	8	8	Love and Monsters	$9,007	-30.7%	-19.4%	177	$50	$971,585	28	"Paramount Pictures

"	0.9523809523809524
252	2020-11-12	9	10	Unhinged	$7,543	-24.6%	-34.2%	374	$20	$20,794,611	91	"Solstice Studios

"	1.4285714285714288
253	2020-11-12	10	9	Spell	$7,444	-29.1%	-49.3%	368	$20	$430,241	14	"Paramount Pictures

"	15.204038192543946
254	2020-11-12	11	13	After We Collided	$4,002	-17.9%	-61.5%	345	$11	$2,360,465	21	"Open Road Films (II)

"	2.6994924954108637
255	2020-11-12	12	11	2 Hearts	$3,953	-45.4%	-58.7%	379	$10	$1,319,751	28	"Freestyle Releasing

"	0.375
256	2020-11-12	13	-	The Call	$1,425	-	-35.7%	53	$26	$513,292	42	"Atlas Distribution Company

"	12.282690854119432
257	2020-11-12	14	14	The Addams Family2020 Re-release	$1,210	-30%	-93.6%	107	$11	$678,926	21	"United Artists Releasing

"	0.0
258	2020-11-12	15	12	The SpongeBob Movie: Sponge on the Run	$941	-83.1%	-41.4%	55	$17	$4,810,790	91	"Paramount Pictures

"	0.29
259	2020-11-12	16	16	Yellow Rose	$931	-4.9%	-17.3%	17	$54	$367,849	35	"Stage 6 Films

"	0.35106382978723405
260	2020-11-12	17	20	Words on Bathroom Walls	$700	+72.8%	+255.3%	9	$77	$2,541,947	84	"Roadside Attractions

"	0.3333333333333333
261	2020-11-12	18	15	The Broken Hearts Gallery	$459	-62.9%	-57.7%	258	$1	$4,062,907	63	"TriStar Pictures

"	0.2054794520547945
262	2020-11-12	19	17	A Call to Spy	$430	-50.1%	-46.7%	27	$15	$145,095	42	"IFC Films

"	0.0
263	2020-11-12	20	18	Kindred	$324	-39.4%	-	50	$6	$8,462	7	"IFC Films

"	1.8253968253968258
264	2020-11-12	21	19	Infidel	$303	-34%	-71.7%	30	$10	$4,050,693	56	"Cloudburst Entertainment

"	0.2380952380952381
265	2020-11-12	22	24	Pray: The Story of Patrick Peyton	$261	+85.1%	-35.4%	19	$13	$66,196	35	"ArtAffects Entertainment

"	0.0
266	2020-11-12	23	21	Twiceborn	$213	-3.2%	+395.3%	1	$213	$11,527	28	"Freestyle Releasing

"	0.0
267	2020-11-12	24	23	The Kid Detective	$177	-13.7%	-89.3%	64	$2	$364,138	28	"Stage 6 Films

"	0.03
268	2020-11-12	25	25	The Last Shift	$86	+22.9%	-40.7%	13	$6	$644,785	49	"Stage 6 Films

"	0.06
269	2020-11-12	26	27	Heaven	$46	+24.3%	+7%	6	$7	$111,232	42	"LAMA Distribution

"	12.691643821707794
270	2020-11-12	27	26	Counter Column	$42	-25%	-12.5%	5	$8	$15,448	28	"Not That Kind of Movie Productions

"	0.006115200000000001
271	2020-11-12	28	22	Tulsa	$38	-81.6%	+90%	9	$4	$412,660	84	"Pryor Entertainment

"	10.498026371042247
272	2020-11-11	1	1	Let Him Go	$311,155	-13.5%	-	2,454	$126	$4,893,230	6	"Focus Features

"	1.1904761904761907
273	2020-11-11	2	3	The War with Grandpa	$205,493	+60.6%	+138.6%	2,348	$87	$13,815,802	34	"101 Studios

"	0.30985915492957744
274	2020-11-11	3	2	Come Play	$149,600	+6.4%	-15.5%	2,183	$68	$6,127,010	13	"Focus Features

"	2.301587301587302
275	2020-11-11	4	4	Honest Thief	$127,956	+9.9%	+18%	2,217	$57	$11,499,140	34	"Open Road Films (II)

"	0.7894736842105263
276	2020-11-11	5	5	The Empty Man	$31,086	+5.4%	-17.7%	1,243	$25	$2,825,376	20	"20th Century Studios

"	0.4
277	2020-11-11	6	6	The New Mutants	$24,344	+22.1%	+54.9%	327	$74	$23,643,419	76	"20th Century Studios

"	2.0069330414158006
278	2020-11-11	7	7	The Informer	$15,526	+0.5%	-	283	$54	$176,052	6	"Vertical Entertainment

"	0.6
279	2020-11-11	8	8	Love and Monsters	$13,005	+0.1%	+8.3%	177	$73	$962,578	27	"Paramount Pictures

"	1.26984126984127
280	2020-11-11	9	9	Spell	$10,493	+1.3%	-6.7%	368	$28	$422,797	13	"Paramount Pictures

"	14.769637101328406
281	2020-11-11	10	10	Unhinged	$10,002	+19.4%	-21.4%	374	$26	$20,787,068	90	"Solstice Studios

"	1.4285714285714288
282	2020-11-11	11	11	2 Hearts	$7,238	+3%	-32.1%	379	$19	$1,315,798	27	"Freestyle Releasing

"	0.4791666666666667
283	2020-11-11	12	15	The SpongeBob Movie: Sponge on the Run	$5,583	+484%	+282.7%	55	$101	$4,809,849	90	"Paramount Pictures

"	0.29
284	2020-11-11	13	12	After We Collided	$4,872	+8%	-46.9%	345	$14	$2,356,463	20	"Open Road Films (II)

"	2.944900904084579
285	2020-11-11	14	14	The Addams Family2020 Re-release	$1,729	+42%	-90.5%	107	$16	$677,716	20	"United Artists Releasing

"	0.0
286	2020-11-11	15	17	The Broken Hearts Gallery	$1,238	+145.1%	+100.6%	258	$4	$4,062,448	62	"TriStar Pictures

"	0.1780821917808219
287	2020-11-11	16	16	Yellow Rose	$979	+4.5%	+86.1%	17	$57	$366,918	34	"Stage 6 Films

"	0.23404255319148937
288	2020-11-11	17	13	A Call to Spy	$861	-40.9%	+5.1%	27	$31	$144,554	41	"IFC Films

"	0.11
289	2020-11-11	18	19	Kindred	$535	+17.8%	-	50	$10	$8,138	6	"IFC Films

"	1.5873015873015877
290	2020-11-11	19	18	Infidel	$459	-8.2%	-47.3%	30	$15	$4,050,390	55	"Cloudburst Entertainment

"	0.2380952380952381
291	2020-11-11	20	21	Words on Bathroom Walls	$405	+28.6%	-	9	$45	$2,540,566	83	"Roadside Attractions

"	0.4533333333333333
292	2020-11-11	21	23	Twiceborn	$220	+111.5%	+175%	1	$220	$11,314	27	"Freestyle Releasing

"	0.0
293	2020-11-11	22	25	Tulsa	$207	+168.8%	+93.5%	9	$23	$412,622	83	"Pryor Entertainment

"	10.498026371042247
294	2020-11-11	23	20	The Kid Detective	$205	-49.1%	-83.7%	64	$3	$363,961	27	"Stage 6 Films

"	0.07
295	2020-11-11	24	22	Pray: The Story of Patrick Peyton	$141	-47%	-28.8%	19	$7	$65,935	34	"ArtAffects Entertainment

"	0.0
296	2020-11-11	25	26	The Last Shift	$70	-7.9%	-47.8%	13	$5	$644,699	48	"Stage 6 Films

"	0.02
297	2020-11-11	26	24	Counter Column	$56	-45.6%	-51.3%	5	$11	$15,406	27	"Not That Kind of Movie Productions

"	0.006115200000000001
298	2020-11-11	27	27	Heaven	$37	-43.9%	+5.7%	6	$6	$111,186	41	"LAMA Distribution

"	12.409607292336508
299	2020-11-10	1	1	Let Him Go	$359,795	+62.2%	-	2,454	$146	$4,582,075	5	"Focus Features

"	1.5079365079365081
300	2020-11-10	2	2	Come Play	$140,660	+25.8%	-37.1%	2,183	$64	$5,977,410	12	"Focus Features

"	2.1428571428571432
301	2020-11-10	3	4	The War with Grandpa	$127,965	+74.7%	-6.3%	2,348	$54	$13,610,309	33	"101 Studios

"	0.4084507042253521
302	2020-11-10	4	3	Honest Thief	$116,377	+50.8%	-18.5%	2,217	$52	$11,371,184	33	"Open Road Films (II)

"	0.7894736842105263
303	2020-11-10	5	5	The Empty Man	$29,501	+28.5%	-36.1%	1,243	$23	$2,794,290	19	"20th Century Studios

"	0.35555555555555557
304	2020-11-10	6	6	The New Mutants	$19,932	+42.1%	+14.6%	327	$60	$23,619,075	75	"20th Century Studios

"	2.0981572705710643
305	2020-11-10	7	7	The Informer	$15,442	+33%	-	283	$54	$160,526	5	"Vertical Entertainment

"	0.5473684210526316
306	2020-11-10	8	9	Love and Monsters	$12,987	+48.2%	+1.7%	177	$73	$949,573	26	"Paramount Pictures

"	1.3492063492063495
307	2020-11-10	9	8	Spell	$10,356	+14.4%	-18.3%	368	$28	$412,304	12	"Paramount Pictures

"	15.421238738151716
308	2020-11-10	10	10	Unhinged	$8,378	+36.2%	-36.8%	374	$22	$20,777,066	89	"Solstice Studios

"	1.4285714285714288
309	2020-11-10	11	11	2 Hearts	$7,024	+62.3%	-55.6%	379	$18	$1,308,560	26	"Freestyle Releasing

"	0.4375
310	2020-11-10	12	12	After We Collided	$4,513	+39.7%	-55.5%	345	$13	$2,351,591	19	"Open Road Films (II)

"	2.6994924954108637
311	2020-11-10	13	17	A Call to Spy	$1,457	+126.9%	+38.1%	27	$53	$143,693	40	"IFC Films

"	0.08
312	2020-11-10	14	13	The Addams Family2020 Re-release	$1,218	-30.8%	-93.9%	107	$11	$675,987	19	"United Artists Releasing

"	0.0
313	2020-11-10	15	18	The SpongeBob Movie: Sponge on the Run	$956	+56.2%	-43.1%	55	$17	$4,804,266	89	"Paramount Pictures

"	0.33
314	2020-11-10	16	16	Yellow Rose	$937	+6.4%	+91.6%	17	$55	$365,939	33	"Stage 6 Films

"	0.35106382978723405
315	2020-11-10	17	15	The Broken Hearts Gallery	$505	-47.6%	-32.8%	258	$1	$4,061,210	61	"TriStar Pictures

"	0.136986301369863
316	2020-11-10	18	21	Infidel	$500	+88%	-37.3%	30	$16	$4,049,931	54	"Cloudburst Entertainment

"	0.2380952380952381
317	2020-11-10	19	19	Kindred	$454	+28.2%	-	50	$9	$7,603	5	"IFC Films

"	1.5873015873015877
318	2020-11-10	20	22	The Kid Detective	$403	+137.1%	-78.4%	64	$6	$363,756	26	"Stage 6 Films

"	0.07
319	2020-11-10	21	20	Words on Bathroom Walls	$315	-2.8%	-	9	$35	$2,540,161	82	"Roadside Attractions

"	0.13333333333333333
320	2020-11-10	22	25	Pray: The Story of Patrick Peyton	$266	+280%	+6.8%	19	$14	$65,794	33	"ArtAffects Entertainment

"	0.0
321	2020-11-10	23	27	Twiceborn	$104	+550%	+511.8%	1	$104	$11,094	26	"Freestyle Releasing

"	0.0
322	2020-11-10	24	28	Counter Column	$103	-	-6.4%	5	$20	$15,350	26	"Not That Kind of Movie Productions

"	0.0
323	2020-11-10	25	26	Tulsa	$77	+11.6%	-20.6%	9	$8	$412,415	82	"Pryor Entertainment

"	10.498026371042247
324	2020-11-10	26	23	The Last Shift	$76	+7%	+375%	13	$5	$644,629	47	"Stage 6 Films

"	0.03
325	2020-11-10	27	24	Heaven	$66	-7%	-	6	$11	$111,149	40	"LAMA Distribution

"	12.127570762965224
326	2020-11-09	1	1	Let Him Go	$221,810	-75.4%	-	2,454	$90	$4,222,280	4	"Focus Features

"	2.1428571428571432
327	2020-11-09	2	2	Come Play	$111,845	-72.7%	-55.5%	2,183	$51	$5,836,750	11	"Focus Features

"	2.301587301587302
328	2020-11-09	3	4	Honest Thief	$77,194	-71.5%	-32.2%	2,217	$34	$11,254,807	32	"Open Road Films (II)

"	0.7105263157894737
329	2020-11-09	4	3	The War with Grandpa	$73,251	-81.1%	-26.8%	2,348	$31	$13,482,344	32	"101 Studios

"	0.4084507042253521
330	2020-11-09	5	6	The Empty Man	$22,962	-68.4%	-45.9%	1,243	$18	$2,764,789	18	"20th Century Studios

"	0.4
331	2020-11-09	6	7	The New Mutants	$14,024	-61%	-9.1%	327	$42	$23,599,143	74	"20th Century Studios

"	2.8279511038131733
332	2020-11-09	7	8	The Informer	$11,609	-64.4%	-	283	$41	$145,084	4	"Vertical Entertainment

"	0.49473684210526314
333	2020-11-09	8	9	Spell	$9,054	-68.8%	-27.9%	368	$24	$401,948	11	"Paramount Pictures

"	15.638439283759487
334	2020-11-09	9	10	Love and Monsters	$8,761	-64.6%	-19.7%	177	$49	$936,586	25	"Paramount Pictures

"	1.4285714285714288
335	2020-11-09	10	11	Unhinged	$6,153	-67.3%	-48.1%	374	$16	$20,768,688	88	"Solstice Studios

"	1.5873015873015877
336	2020-11-09	11	13	2 Hearts	$4,329	-64.5%	-56.4%	379	$11	$1,301,536	25	"Freestyle Releasing

"	0.4166666666666667
337	2020-11-09	12	12	After We Collided	$3,231	-74.6%	-65.4%	345	$9	$2,347,078	18	"Open Road Films (II)

"	3.1903093127582935
338	2020-11-09	13	15	The Addams Family2020 Re-release	$1,761	-55.3%	-90.7%	107	$16	$674,769	18	"United Artists Releasing

"	0.0
339	2020-11-09	14	17	The Call	$1,650	-43.4%	-	53	$31	$508,717	39	"Atlas Distribution Company

"	12.849584278155714
340	2020-11-09	15	16	The Broken Hearts Gallery	$964	-69.7%	+67.1%	258	$3	$4,060,705	60	"TriStar Pictures

"	0.1643835616438356
341	2020-11-09	16	20	Yellow Rose	$881	-24.9%	+98.4%	17	$51	$365,002	32	"Stage 6 Films

"	0.3191489361702128
342	2020-11-09	17	19	A Call to Spy	$642	-54.7%	-3.6%	27	$23	$142,236	39	"IFC Films

"	0.06
343	2020-11-09	18	14	The SpongeBob Movie: Sponge on the Run	$612	-87.8%	-30.8%	55	$11	$4,803,310	88	"Paramount Pictures

"	0.37
344	2020-11-09	19	18	Kindred	$354	-80.4%	-	50	$7	$7,149	4	"IFC Films

"	1.5079365079365081
345	2020-11-09	20	24	Words on Bathroom Walls	$324	-45.1%	-	9	$36	$2,539,846	81	"Roadside Attractions

"	0.04
346	2020-11-09	21	23	Infidel	$266	-60.9%	-62.1%	30	$8	$4,049,431	53	"Cloudburst Entertainment

"	0.15873015873015875
347	2020-11-09	22	22	The Kid Detective	$170	-80.7%	-86.5%	64	$2	$363,353	25	"Stage 6 Films

"	0.04
348	2020-11-09	23	29	The Last Shift	$71	+51.1%	+787.5%	13	$5	$644,553	46	"Stage 6 Films

"	0.05
349	2020-11-09	24	28	Heaven	$71	-46.6%	+1.4%	6	$11	$111,083	39	"LAMA Distribution

"	12.691643821707794
350	2020-11-09	25	21	Pray: The Story of Patrick Peyton	$70	-93.4%	-50.7%	19	$3	$65,528	32	"ArtAffects Entertainment

"	0.0
351	2020-11-09	26	25	Tulsa	$69	-69.6%	+146.4%	9	$7	$412,338	81	"Pryor Entertainment

"	9.185773074661967
352	2020-11-09	27	26	Twiceborn	$16	-91.9%	-62.8%	1	$16	$10,990	25	"Freestyle Releasing

"	0.0
353	2020-11-09	28	27	Counter Column	$0	-100%	-100%	5	$0	$15,247	25	"Not That Kind of Movie Productions

"	0.0
354	2020-11-08	1	1	Let Him Go	$900,420	-44.4%	-	2,454	$366	$4,000,470	3	"Focus Features

"	3.3333333333333335
355	2020-11-08	2	2	Come Play	$409,270	-51.2%	-41.1%	2,183	$187	$5,724,905	10	"Focus Features

"	3.571428571428572
356	2020-11-08	3	3	The War with Grandpa	$386,775	-46.2%	-13.7%	2,348	$164	$13,409,093	31	"101 Studios

"	0.8591549295774648
357	2020-11-08	4	4	Honest Thief	$270,999	-48.2%	-30.3%	2,217	$122	$11,177,613	31	"Open Road Films (II)

"	1.4473684210526316
358	2020-11-08	5	5	Toy Story2020 Re-release	$111,000	-52.4%	-	2,102	$52	$505,000	3	"Walt Disney Studios Motion Pictures

"	0.0
359	2020-11-08	6	6	The Empty Man	$72,551	-45.2%	-46.5%	1,243	$58	$2,741,827	17	"20th Century Studios

"	0.8222222222222222
360	2020-11-08	7	8	The New Mutants	$35,928	-37.7%	-22.6%	327	$109	$23,585,119	73	"20th Century Studios

"	3.5577449370552823
361	2020-11-08	8	9	The Informer	$32,565	-39.3%	-	283	$115	$133,475	3	"Vertical Entertainment

"	1.0526315789473684
362	2020-11-08	9	7	Spell	$29,007	-54.5%	-36.7%	368	$78	$392,894	10	"Paramount Pictures

"	13.683634373289552
363	2020-11-08	10	10	Love and Monsters	$24,714	-49.5%	-25.3%	177	$139	$927,825	24	"Paramount Pictures

"	1.9841269841269844
364	2020-11-08	11	11	Unhinged	$18,818	-46.9%	-45.2%	374	$50	$20,762,535	87	"Solstice Studios

"	2.53968253968254
365	2020-11-08	12	12	After We Collided	$12,705	-54.1%	-61.5%	345	$36	$2,343,847	17	"Open Road Films (II)

"	4.171942947453153
366	2020-11-08	13	13	2 Hearts	$12,188	-53.2%	-63.7%	379	$32	$1,297,207	24	"Freestyle Releasing

"	0.5
367	2020-11-08	14	14	The SpongeBob Movie: Sponge on the Run	$5,025	-31.4%	-26.3%	55	$91	$4,802,698	87	"Paramount Pictures

"	0.51
368	2020-11-08	15	17	The Addams Family2020 Re-release	$3,943	-10.6%	-92.3%	107	$36	$673,008	17	"United Artists Releasing

"	0.0
369	2020-11-08	16	16	The Broken Hearts Gallery	$3,182	-37.1%	+82.3%	258	$12	$4,059,741	59	"TriStar Pictures

"	0.136986301369863
370	2020-11-08	17	15	The Call	$2,915	-59.8%	-53.2%	53	$55	$507,067	38	"Atlas Distribution Company

"	12.660619803476953
371	2020-11-08	18	19	Kindred	$1,807	-28.5%	-	50	$36	$6,795	3	"IFC Films

"	1.5079365079365081
372	2020-11-08	19	18	A Call to Spy	$1,416	-62.8%	+9.6%	27	$52	$141,594	38	"IFC Films

"	0.13
373	2020-11-08	20	20	Yellow Rose	$1,173	-41.2%	+19.8%	17	$69	$364,121	31	"Stage 6 Films

"	0.3829787234042553
374	2020-11-08	21	21	Pray: The Story of Patrick Peyton	$1,063	-27.2%	-9.8%	19	$55	$65,458	31	"ArtAffects Entertainment

"	0.0
375	2020-11-08	22	22	The Kid Detective	$880	-30%	-72.9%	64	$13	$363,183	24	"Stage 6 Films

"	0.04
376	2020-11-08	23	23	Infidel	$680	-40.4%	-73.5%	30	$22	$4,049,165	52	"Cloudburst Entertainment

"	0.2380952380952381
377	2020-11-08	24	24	Words on Bathroom Walls	$590	-41.1%	+103.4%	9	$65	$2,539,522	80	"Roadside Attractions

"	0.08
378	2020-11-08	25	25	Tulsa	$227	-65.1%	-39%	9	$25	$412,269	80	"Pryor Entertainment

"	9.185773074661967
379	2020-11-08	26	29	Twiceborn	$198	+80%	+407.7%	1	$198	$10,974	24	"Freestyle Releasing

"	0.0
380	2020-11-08	27	28	Counter Column	$145	-3.3%	-56.1%	5	$29	$15,247	24	"Not That Kind of Movie Productions

"	0.006988800000000001
381	2020-11-08	28	27	Heaven	$133	-33.2%	-47.8%	6	$22	$111,012	38	"LAMA Distribution

"	14.101826468564216
382	2020-11-08	29	26	The Last Shift	$47	-82.4%	+38.2%	13	$3	$644,482	45	"Stage 6 Films

"	0.06
383	2020-11-07	1	1	Let Him Go	$1,620,470	+9.5%	-	2,454	$660	$3,100,050	2	"Focus Features

"	4.523809523809524
384	2020-11-07	2	2	Come Play	$838,825	+53.9%	-37%	2,183	$384	$5,315,635	9	"Focus Features

"	3.6507936507936516
385	2020-11-07	3	3	The War with Grandpa	$718,897	+79.4%	+66.5%	2,348	$306	$13,022,318	30	"101 Studios

"	1.0985915492957747
386	2020-11-07	4	4	Honest Thief	$523,165	+50.8%	-1.6%	2,217	$235	$10,906,614	30	"Open Road Films (II)

"	1.6578947368421053
387	2020-11-07	5	5	Toy Story2020 Re-release	$233,000	+44.7%	-	2,102	$110	$394,000	2	"Walt Disney Studios Motion Pictures

"	0.0
388	2020-11-07	6	6	The Empty Man	$132,374	+48%	-47.8%	1,243	$106	$2,669,276	16	"20th Century Studios

"	1.0444444444444445
389	2020-11-07	7	8	Spell	$63,685	+50%	-28.7%	368	$173	$363,887	9	"Paramount Pictures

"	13.03203273646624
390	2020-11-07	8	9	The New Mutants	$57,636	+68.7%	-1%	327	$176	$23,549,191	72	"20th Century Studios

"	2.8279511038131733
391	2020-11-07	9	7	The Informer	$53,635	+13.5%	-	283	$189	$100,910	2	"Vertical Entertainment

"	0.9263157894736842
392	2020-11-07	10	10	Love and Monsters	$48,896	+43.5%	-7%	177	$276	$903,111	23	"Paramount Pictures

"	2.2222222222222228
393	2020-11-07	11	11	Unhinged	$35,420	+35.5%	-24.3%	374	$94	$20,743,717	86	"Solstice Studios

"	2.53968253968254
